Colonne1;Colonne2
Sulfonamide/trimethoprim;(Tmt)dfr23
Sulfonamide/trimethoprim;(Tmt)dfr32
Sulfonamide/trimethoprim;(Tmt)dfrA1
Sulfonamide/trimethoprim;(Tmt)dfrA10
Sulfonamide/trimethoprim;(Tmt)dfrA12
Sulfonamide/trimethoprim;(Tmt)dfrA14
Sulfonamide/trimethoprim;(Tmt)dfrA15
Sulfonamide/trimethoprim;(Tmt)dfrA17
Sulfonamide/trimethoprim;(Tmt)dfrA19
Sulfonamide/trimethoprim;(Tmt)dfrA21
Sulfonamide/trimethoprim;(Tmt)dfrA25
Sulfonamide/trimethoprim;(Tmt)dfrA26
Sulfonamide/trimethoprim;(Tmt)dfrA27
Sulfonamide/trimethoprim;(Tmt)dfrA29
Sulfonamide/trimethoprim;(Tmt)dfrA30
Sulfonamide/trimethoprim;(Tmt)dfrA31
Sulfonamide/trimethoprim;(Tmt)dfrA5
Sulfonamide/trimethoprim;(Tmt)dfrA6
Sulfonamide/trimethoprim;(Tmt)dfrA8
Sulfonamide/trimethoprim;(Tmt)dfrB1
Sulfonamide/trimethoprim;(Tmt)dfrB3
Sulfonamide/trimethoprim;(Tmt)dfrB4
Sulfonamide/trimethoprim;(Tmt)dfrB5
Sulfonamide/trimethoprim;(Tmt)dfrC
Sulfonamide/trimethoprim;(Tmt)dfrD
Sulfonamide/trimethoprim;(Tmt)dfrE
Sulfonamide/trimethoprim;(Tmt)dfrF
Sulfonamide/trimethoprim;(Tmt)dfrG
Sulfonamide/trimethoprim;(Tmt)dfrI
Sulfonamide/trimethoprim;(Tmt)dfrK
