Colonne1;Colonne2
Glycopeptide/Cycloserine;vanG
Glycopeptide/Cycloserine;vanHA
Glycopeptide/Cycloserine;vanHB
Glycopeptide/Cycloserine;vanHD
Glycopeptide/Cycloserine;vanHF
Glycopeptide/Cycloserine;vanHM
Glycopeptide/Cycloserine;vanHO
Glycopeptide/Cycloserine;vanI
Glycopeptide/Cycloserine;vanJ
Glycopeptide/Cycloserine;vanKI
Glycopeptide/Cycloserine;vanM
Glycopeptide/Cycloserine;vanN
Glycopeptide/Cycloserine;vanO
Glycopeptide/Cycloserine;vanRA
Glycopeptide/Cycloserine;vanRB
Glycopeptide/Cycloserine;vanRC
Glycopeptide/Cycloserine;vanRD
Glycopeptide/Cycloserine;vanRE
Glycopeptide/Cycloserine;vanRF
Glycopeptide/Cycloserine;vanRG
Glycopeptide/Cycloserine;vanRI
Glycopeptide/Cycloserine;vanRM
Glycopeptide/Cycloserine;vanRN
Glycopeptide/Cycloserine;vanRO
Glycopeptide/Cycloserine;vanSA
Glycopeptide/Cycloserine;vanSB
Glycopeptide/Cycloserine;vanSC
Glycopeptide/Cycloserine;vanSD
Glycopeptide/Cycloserine;vanSE
Glycopeptide/Cycloserine;vanSF
Glycopeptide/Cycloserine;vanSG
Glycopeptide/Cycloserine;vanSM
Glycopeptide/Cycloserine;vanSN
Glycopeptide/Cycloserine;vanSO
Glycopeptide/Cycloserine;vanTC
Glycopeptide/Cycloserine;vanTE
Glycopeptide/Cycloserine;vanTG
Glycopeptide/Cycloserine;vanTN
Glycopeptide/Cycloserine;vanUG
Glycopeptide/Cycloserine;vanVB
Glycopeptide/Cycloserine;vanWB
Glycopeptide/Cycloserine;vanWG
Glycopeptide/Cycloserine;vanWI
Glycopeptide/Cycloserine;vanXA
Glycopeptide/Cycloserine;vanXB
Glycopeptide/Cycloserine;vanXD
Glycopeptide/Cycloserine;vanXF
Glycopeptide/Cycloserine;vanXI
Glycopeptide/Cycloserine;vanXM
Glycopeptide/Cycloserine;vanXO
Glycopeptide/Cycloserine;vanXYC
Glycopeptide/Cycloserine;vanXYE
Glycopeptide/Cycloserine;vanXYG
Glycopeptide/Cycloserine;vanXYN
Glycopeptide/Cycloserine;vanYA
Glycopeptide/Cycloserine;vanYB
Glycopeptide/Cycloserine;vanYD
Glycopeptide/Cycloserine;vanYF
Glycopeptide/Cycloserine;vanYG1
Glycopeptide/Cycloserine;vanYM
Glycopeptide/Cycloserine;vanZA
Glycopeptide/Cycloserine;vanZF
MLS;vatA
MLS;vatB
MLS;vatC
MLS;vatD
MLS;vatE
MLS;vatF
MLS;vatH
MLS;VatI
blactamase;VEB-9
MLS;vga(E)_Staphylococcus_cohnii
MLS;vga(E)_Staphylococcus_cohnii
MLS;vgaA
MLS;vgaALC
MLS;vgaB
MLS;vgaD
MLS;vgaE
MLS;VgbA
MLS;VgbB
MLS;VgbC
phenicol;Vibrio_anguillarum_chloramphenicol_acetyltransferase
blactamase;Vibrio_cholerae_varG
blactamase;VIM-4
blactamase;VIM-6
peptide;viomycin_phosphotransferase
peptide;viomycin_phosphotransferase
MLS;vmlR
blactamase;y56_beta-lactamase
Multidrug_efflux;ykkC
Multidrug_efflux;ykkD
peptide;yojI
